artist_name,song_title
10cc,artforartssake
10cc,donna
10cc,dreadlockholiday
10cc,goodmorningjudge
10cc,immandyflyme
10cc,imnotinlove
10cc,lifeisaminestrone
10cc,rubberbullets
10cc,runaway
10cc,sillylove
10cc,thedeanandi
10cc,wallstreetshuffle
112,cupid
112,sweetlove
1975,chocolate
1975,girls
1975,loveme
1975,sex
1975,somebodyelse
1975,thecity
1975,thesound
21savage,noheart
2pac,californialove
2pac,changes
2pac,dearmama
2pac,doforlove
2pac,ghettogospel
2pac,happyhome
2pac,iaintmadatcha
2pac,igetaround
2pac,letter2myunborn
2pac,lettertothepresident
2pac,pacslife
2pac,pantherpower
2pac,thugzmansion
2pac,untiltheendoftime
2pac,violent
2unlimited,faces
2unlimited,getreadyforthis
2unlimited,hereigo
2unlimited,letthebeatcontrolyourbody
2unlimited,maximumoverdrive
2unlimited,nolimit
2unlimited,noone
2unlimited,therealthing
2unlimited,tribaldance
2unlimited,twilightzone
2unlimited,workaholic
30secondstomars,closertotheedge
30secondstomars,fromyesterday
30secondstomars,kingsandqueens
30secondstomars,thisiswar
30secondstomars,upintheair
3doorsdown,kryptonite
3lw,nomorebabyimadoright
3lw,playasgonplay
3ofakind,babycakes
3oh3,donttrustme
3oh3,myfirstkiss
3oh3,starstrukk
3rdedge,inandout
3rdstoree,ifever
3t,247
3t,anything
3t,ineedyou
411,dumb
411,onmyknees
411,teardrops
4nonblondes,dearmrpresident
4nonblondes,whatsup
50cent,21questions
50cent,ayotechnology
50cent,bestfriend
50cent,candyshop
50cent,discoinferno
50cent,getup
50cent,hustlersambition
50cent,igetitin
50cent,indaclub
50cent,justalilbit
50cent,mylife
50cent,outtacontrol
50cent,pilot
50cent,pimp
50cent,windowshopper
5secondsofsummer,amnesia
5secondsofsummer,dontstop
5secondsofsummer,girlstalkboys
5secondsofsummer,goodgirls
5secondsofsummer,money
5secondsofsummer,shelookssoperfect
5secondsofsummer,sheskindahot
6lack,firstfuck
6lack,prblms
702,nodoubt
702,wheremygirlsat
702,youdontknow
911,alittlebitmore
911,alliwantisyou
911,bodyshakin
911,dontmakemewait
911,howdoyouwantmetoloveyou
911,morethanawoman
911,partypeoplefridaynight
911,privatenumber
911,thedaywefindlove
911,thejourney
911,wonderland
98degrees,givemejustonenightunanoche
98degrees,invisibleman
98degrees,truetoyourheart
a1,bethefirsttobelieve
a1,caughtinthemiddle
a1,likearose
a1,makeitgood
a1,nomore
a1,sameoldbrandnewyou
a1,summertimeofourlives
a1,takeonme
aaliyah,4pageletter
aaliyah,areyouthatsomebody
aaliyah,backandforth
aaliyah,dontknowwhattotellya
aaliyah,journeytothepast
aaliyah,missyou
aaliyah,morethanawoman
aaliyah,rocktheboat
aaliyah,tryagain
aaliyah,weneedaresolution
aaroncarter,aaronspartycomegetit
aaroncarter,crazylittlepartygirl
aaroncarter,crushonyou
aaroncarter,imgonnamissyouforever
aaroncarter,iwantcandy
aaroncarter,leaveituptome
aaroncarter,surfinusa
aaronlewis,forever
aaronwatson,lonelylubbocklights
aaronwatson,thatlook
abba,chiquitita
abba,dancingqueen
abba,doesyourmotherknow
abba,fernando
abba,headoverheels
abba,idoidoidoidoido
abba,ihaveadream
abba,layallyourloveonme
abba,mammamia
abba,oneofus
abba,ringring
abba,sos
abba,summernightcity
abba,supertrouper
abba,takeachanceonme
abba,thankyouforthemusic
abba,thedaybeforeyoucame
abba,thewinnertakesitall
abba,underattack
abba,waterloo
abovebeyond,sunmoon
absoul,bohemiangrove
abs,missperfect
abs,stopsign
abs,whatyougot
acehood,body2body
aceofbase,allthatshewants
aceofbase,beautifullife
aceofbase,cruelsummer
aceofbase,dontturnaround
aceofbase,everytimeitrains
aceofbase,happynation
aceofbase,lifeisaflower
aceofbase,livingindanger
aceofbase,luckylove
aceofbase,thesign
aceofbase,wheeloffortune
adamant,apollo9
adamant,desperatebutnotserious
adamant,friendorfoe
adamant,goodytwoshoes
adamant,gottabeasin
adamant,pussnboots
adamant,roomatthetop
adamant,strip
adamlambert,foryourentertainment
adamlambert,thereisaidit
adamlambert,whatayawantfromme
adamlevine,loststars
adele,bestforlast
adele,chasingpavements
adele,coldshoulder
adele,hello
adele,hometownglory
adele,icantmakeyouloveme
adele,lovesong
adele,makeyoufeelmylove
adele,millionyearsago
adele,rollinginthedeep
adele,rumourhasit
adele,sendmylovetoyournewlover
adele,setfiretotherain
adele,skyfall
adele,someonelikeyou
adele,turningtables
adele,waterunderthebridge
adele,whenwewereyoung
adema,tornado
adinahoward,freaklikeme
aerosmith,amazing
aerosmith,cryin
aerosmith,dudelookslikealady
aerosmith,eattherich
aerosmith,fallinginloveishardontheknees
aerosmith,idontwanttomissathing
aerosmith,jaded
aerosmith,janiesgotagun
aerosmith,livinontheedge
aerosmith,loveinanelevator
aerosmith,pink
aerosmith,ragdoll
aerosmith,shutupanddance
aerosmith,sweetemotion
aerosmith,theotherside
aerosmith,walkthisway
afghanwhigs,debonair
afghanwhigs,whatjailislike
afi,girlsnotgrey
afi,missmurder
afrojack,takeovercontrol
afrojack,tenfeettall
afrojack,thespark
afroman,becauseigothigh
afroman,crazyrap
after7,readyornot
againstme,babyimananarchist
againstme,transgenderdysphoriablues
againstme,whitepeopleforpeace
aggrosantos,candy
aggrosantos,likeulike
aggrosantos,saintorsinner
agnes,ineedyounow
agnes,releaseme
agnethafaltskog,ifithoughtyoudeverchangeyourmind
agnethafaltskog,iwontletyougo
agnethafaltskog,theheatison
agnethafaltskog,thelasttime
agnethafaltskog,whenyouwalkintheroom
agnethafaltskog,wrapyourarmsaroundme
ahagazelle,allwhiteparty
aha,butterflybutterflythelasthurrah
aha,cosyprisons
aha,cryingintherain
aha,crywolf
aha,footofthemountain
aha,huntinghighandlow
aha,icallyourname
aha,ivebeenlosingyou
aha,manhattanskyline
aha,movetomemphis
aha,shapesthatgotogether
aha,stayontheseroads
aha,summermovedon
aha,takeonme
aha,thebloodthatmovesthebody
aha,thelivingdaylights
aha,thesunalwaysshinesontv
aha,touchy
aha,trainofthought
aha,youaretheone
aimeemann,ishouldveknown
airbornetoxicevent,sometimearoundmidnight
airsupply,alloutoflove
airsupply,eventhenightsarebetter
airsupply,makingloveoutofnothingatall
air,allineed
air,playgroundlove
air,sexyboy
ajr,weak
akon,beautiful
akon,dontmatter
akon,imsopaid
akon,iwannaloveyou
akon,lockedup
akon,lonely
akon,ohafrica
akon,rightnownanana
akon,smackthat
akon,sorryblameitonme
alabama,fortyhourweekforalivin
alanismorissette,allireallywant
alanismorissette,everything
alanismorissette,handinmypocket
alanismorissette,handsclean
alanismorissette,headoverfeet
alanismorissette,ironic
alanismorissette,outisthrough
alanismorissette,sopure
alanismorissette,thanku
alanismorissette,underneath
alanismorissette,youlearn
alanismorissette,yououghtaknow
alanjackson,knewallalong
alannahmyles,blackvelvet
alannahmyles,loverofmine
alanwalker,faded
aleshadixon,breatheslow
aleshadixon,drummerboy
aleshadixon,letsgetexcited
aleshadixon,theboydoesnothing
aleshadixon,toloveagain
alessiacara,here
alessiacara,howfarillgo
alessiacara,riveroftears
alessiacara,scarstoyourbeautiful
alessiacara,stone
alessiacara,wildthings
alesso,cool
alesso,heroeswecouldbe
alexanderrybak,fairytale
alexandraburke,allnightlong
alexandraburke,badboys
alexandraburke,brokenheels
alexandraburke,elephant
alexandraburke,hallelujah
alexandraburke,startwithoutyou
alexandraburke,thesilence
alexandrastan,getbackasap
alexandrastan,mrsaxobeat
alexclare,tooclose
alexclare,warrageson
alexgaudino,destinationcalabria
alexgaudino,iminloveiwannadoit
alexgaudino,watchout
alexgaudino,whatafeeling
alexisjordan,goodgirl
alexisjordan,happiness
alexisjordan,hushhush
alexparks,cry
alexparks,honesty
alexparks,maybethatswhatittakes
algreen,imstillinlovewithyou
algreen,letsstaytogether
algreen,loveisabeautifulthing
algreen,tiredofbeingalone
alicecooper,bedofnails
alicecooper,elected
alicecooper,feedmyfrankenstein
alicecooper,hesbackthemanbehindthemask
alicecooper,heystoopid
alicecooper,houseoffire
alicecooper,howyougonnaseemenow
alicecooper,lostinamerica
alicecooper,lovesaloadedgun
alicecooper,poison
alicecooper,schoolsout
alicecooper,teenagefrankenstein
alicecooper,teenagelament74
aliceinchains,angrychair
aliceinchains,thembones
aliceinchains,would
aliciakeys,awomansworth
aliciakeys,doesntmeananything
aliciakeys,fallin
aliciakeys,firewemake
aliciakeys,girlfriend
aliciakeys,girlonfire
aliciakeys,holywar
aliciakeys,howcomeyoudontcallme
aliciakeys,ifiaintgotyou
aliciakeys,itsonagain
aliciakeys,noone
aliciakeys,trysleepingwithabrokenheart
aliciakeys,youdontknowmyname
alienantfarm,movies
alienantfarm,smoothcriminal
alinabaraz,cani
alinabaraz,fantasy
alinabaraz,maybe
alinabaraz,showme
alinabaraz,unfold
alishasattic,airwebreathe
alishasattic,alisharulestheworld
alishasattic,indestructible
alishasattic,theincidentals
alishasattic,wishiwereyou
alisonkrauss,babynowthativefoundyou
alisonmoyet,allcriedout
alisonmoyet,gettingintosomething
alisonmoyet,invisible
alisonmoyet,isthislove
alisonmoyet,itwontbelong
alisonmoyet,loveletters
alisonmoyet,loveresurrection
alisonmoyet,ordinarygirl
alisonmoyet,sleeplikebreathing
alisonmoyet,solidwood
alisonmoyet,thatoledevilcalledlove
alisonmoyet,thishouse
alisonmoyet,weakinthepresenceofbeauty
alisonmoyet,whisperingyourname
alisonmoyet,wishingyouwerehere
alizee,moilolita
aljarreau,boogiedown
aljarreau,moonlightingtheme
aljarreau,mornin
aljarreau,troubleinparadise
alkalinetrio,burn
alkalinetrio,mercyme
alkalinetrio,privateeye
alkalinetrio,stupidkid
all4one,icanloveyoulikethat
all4one,iswear
all4one,somuchinlove
allamericanrejects,dirtylittlesecret
allamericanrejects,givesyouhell
allamericanrejects,itendstonight
allamericanrejects,movealong
allamericanrejects,swingswing
allsaints,allhookedup
allsaints,blackcoffee
allsaints,bootiecall
allsaints,iknowwhereitsat
allsaints,neverever
allsaints,pureshores
allsaints,rocksteady
allstartribute,whatsgoingon
allthatremains,awaryoucannotwin
allthatremains,singforliberty
alltimelow,dirtylaundry
alltimelow,lostinstereo
alltimelow,weightless
allure,allcriedout
alma,chasinghighs
aloeblacc,ineedadollar
aloeblacc,theman
alphabeat,boyfriend
alphabeat,fascination
alphabeat,holeinmyheart
alphabeat,thespell
alphaville,biginjapan
alphaville,foreveryoung
alstewart,yearofthecat
alterbridge,showmealeader
altj,breezeblocks
altj,everyotherfreckle
altj,hungerofthepine
altj,lefthandfree
alunageorge,attractingflies
alunageorge,imincontrol
alunageorge,myblood
alyaj,potentialbreakupsong
alyssareid,aloneagain
amandamarshall,beautifulgoodbye
amandamarshall,letitrain
amberrun,ifound
amelialily,partyover
amelialily,youbringmejoy
americanauthors,bestdayofmylife
america,ahorsewithnoname
america,venturahighway
america,youcandomagic
amerie,1thing
amerie,gottawork
amerie,takecontrol
amerie,touch
amygrant,babybaby
amygrant,bigyellowtaxi
amygrant,everyheartbeat
amygrant,leadmeon
amygrant,thatswhatloveisfor
amymacdonald,la
amymacdonald,mrrockroll
amymacdonald,slowitdown
amymacdonald,thisisthelife
amystudt,alliwannado
amystudt,justalittlegirl
amystudt,misfit
amystudt,underthethumb
amywinehouse,backtoblack
amywinehouse,loveisalosinggame
amywinehouse,ourdaywillcome
amywinehouse,rehab
amywinehouse,tearsdryontheirown
amywinehouse,valerie
amywinehouse,willyoustilllovemetomorrow
amywinehouse,youknowimnogood
anajohnsson,weare
anastacia,cowboyskisses
anastacia,heavyonmyheart
anastacia,imouttalove
anastacia,leftoutsidealone
anastacia,madeforlovinyou
anastacia,notthatkind
anastacia,onedayinyourlife
anastacia,paidmydues
anastacia,piecesofadream
anastacia,welcometomytruth
anastacia,whydyoulietome
anastacia,youllneverbealone
andreabocelli,cantodellaterra
andrewbelle,inmyveins
andrewbelle,makeitwithoutyou
andrewbird,fatalshore
andrewbird,sicofelephants
andrewgold,howcanthisbelove
andrewgold,lonelyboy
andrewgold,neverletherslipaway
andrewgold,thankyouforbeingafriend
andrewwk,partyhard
androids,doitwithmadonna
